I	FM	I
aufbaute	VVFIN	aufbauen
–	ADJD	–
du	PPER	du
,	$,	,
beladen	VVFIN	beladen
mit	APPR	mit
Geheimnissen	NN	Geheimnis
,	$,	,
du	PPER	du
,	$,	,
das	ART	die
Geschöpf	NN	Geschöpf
eines	ART	eine
Lebens	NN	Leben
,	$,	,
von	APPR	von
dem	PRELS	die
ich	PPER	ich
nichts	PIS	nichts
wußte	VVFIN	wissen
!	$.	!
Ich	PPER	ich
lernte	VVFIN	lernen
dich	PPER	du
zu	PTKA	zu
sehr	ADV	sehr
lieben	VVINF	lieben
,	$,	,
mit	APPR	mit
einer	ART	eine
Liebe	NN	Liebe
,	$,	,
die	PRELS	die
mein	PPOSAT	mein
Wesen	NN	Wesen
durchschütterte	VVFIN	durchschütterte
und	KON	und
in	APPR	in
mir	PPER	ich
zuweilen	ADV	zuweilen
Abgründe	NN	Abgrund
der	ART	die
Ermattung	NN	Ermattung
aufriß	VVFIN	aufreißen
,	$,	,
wie	KOUS	wie
ein	ART	eine
ungeheurer	ADJA	ungeheuer
Zorn	NN	Zorn
!	$.	!
Doch	KON	doch
wenn	KOUS	wenn
in	APPR	in
deinem	PPOSAT	dein
Reden	NN	Rede|Reden
,	$,	,
deinem	PPOSAT	dein
Schweigen	NN	Schweigen
so	ADV	so
wie	KOKOM	wie
in	APPR	in
einem	ART	eine
Nest	NN	Nest
und	KON	und
einem	ART	eine
Abgrund	NN	Abgrund
,	$,	,
wie	KOKOM	wie
Kröten	NN	Kröte
,	$,	,
Lüge	NN	Lüge
neben	APPR	neben
Lüge	NN	Lüge
wohnt	VVFIN	wohnen
–	NN	–
vom	APPRART	von
Anfang	NN	Anfang
an	PTKVZ	an
,	$,	,
und	KON	und
immer	ADV	immer
–	ADJD	–
immer	ADV	immer
fort	ADV	fort
–	ADJD	–
wie	KOKOM	wie
's	PPER	es
möglich	ADJD	möglich
ist	VAFIN	sein
,	$,	,
entsetzlich	ADJD	entsetzlich
möglich	ADJD	möglich
ist	VAFIN	sein
!	$.	!
–	NN	–
was	PIS	was
bleibt	VVFIN	bleiben
uns	PPER	wir
dann	ADV	dann
,	$,	,
Vittoria	NE	Vittoria
,	$,	,
daß	KOUS	dass
wir	PPER	wir
beide	PIS	beide
fortleben	VVINF	fortleben
können	VMINF	können
?	$.	?
sag	VVIMP	sagen
,	$,	,
was	PWS	was
bleibt	VVFIN	bleiben
Vittoria	NE	Vittoria
?	$.	?
Vittoria	NE	Vittoria
,	$,	,
in	APPR	in
ihrem	PPOSAT	ihr
Gesicht	NN	Gesicht
scheint	VVFIN	scheinen
ein	ART	eine
Entschluß	NN	Entschluss
mit	APPR	mit
Heftigkeit	NN	Heftigkeit
zu	PTKZU	zu
arbeiten	VVINF	arbeiten
.	$.	.
Sie	PPER	Sie
geht	VVFIN	gehen
zum	APPRART	zu
Tisch	NN	Tisch
und	KON	und
läutet	VVFIN	läuten
mit	APPR	mit
einer	ART	eine
kleinen	ADJA	klein
Glocke	NN	Glocke
.	$.	.
LORENZO	NE	Lorenzo
.	$.	.
Was	PWS	was
willst	VMFIN	wollen
du	PPER	du
tun	VVINF	tun
?	$.	?
VITTORIA	NE	Vittoria
.	$.	.
Das	ART	die
Einzige	NN	Einzige
,	$,	,
was	PRELS	was
dich	PPER	du
ruhig	ADJD	ruhig
machen	VVINF	machen
kann	VMFIN	können
!	$.	!
Ich	PPER	ich
wollte	VMFIN	wollen
es	PPER	es
vermeiden	VVINF	vermeiden
,	$,	,
um	APPR	um
jeden	PIAT	jede
Preis	NN	Preis
vermeiden	VVINF	vermeiden
!	$.	!
Aber	KON	aber
jetzt	ADV	jetzt
muß	VMFIN	müssen
es	PPER	es
sein	VAINF	sein
.	$.	.
Wir	PPER	wir
müssen	VMFIN	müssen
zu	APPR	zu
ihm	PPER	er
gehn	VVFIN	gehn
.	$.	.
Du	PPER	du
mußt	VMFIN	müssen
dabei	PAV	dabei
sein	VAINF	sein
,	$,	,
wenn	KOUS	wenn
ich	PPER	ich
ihn	PPER	er
wiedersehe	VVFIN	wiedersehen
und	KON	und
wenn	KOUS	wenn
er	PPER	er
mich	PPER	ich
wiedersieht	VVFIN	wiedersehen
.	$.	.
Dann	ADV	dann
wirst	VAFIN	werden
du	PPER	du
mir	PRF	ich
vielleicht	ADV	vielleicht
glauben	VVINF	glauben
können	VMINF	können
.	$.	.
Oder	KON	oder
er	PPER	er
muß	VMFIN	müssen
hierher	PAV	hierher
kommen	VVINF	kommen
.	$.	.
Läutet	VVFIN	läuten
nochmals	ADV	nochmals
.	$.	.
LORENZO	NE	Lorenzo
erregt	VVPP	erregen
.	$.	.
Vittoria	NE	Vittoria
,	$,	,
was	PWS	was
du	PPER	du
willst	VMFIN	wollen
,	$,	,
das	PDS	die
ist	VAFIN	sein
schon	ADV	schon
geschehn	ADJD	geschehn
.	$.	.
Er	PPER	er
wird	VAFIN	werden
herkommen	VVINF	herkommen
.	$.	.
VITTORIA	NE	Vittoria
tonlos	ADJD	tonlos
.	$.	.
Er	PPER	er
wird	VAFIN	werden
herkommen	VVINF	herkommen
!	$.	!
LORENZO	NE	Lorenzo
.	$.	.
Ich	PPER	ich
habe	VAFIN	haben
das	PDS	die
getan	VVPP	tun
,	$,	,
was	PWS	was
du	PPER	du
tun	VVINF	tun
willst	VMFIN	wollen
.	$.	.
VITTORIA	NE	Vittoria
.	$.	.
Du	PPER	du
hast	VAFIN	haben
es	PPER	es
getan	VVPP	tun
,	$,	,
du	PPER	du
hast	VAFIN	haben
es	PPER	es
schon	ADV	schon
getan	VVPP	tun
!	$.	!
Zu	APPR	zu
dem	ART	die
Diener	NN	Diener
,	$,	,
der	PRELS	die
an	APPR	an
der	ART	die
Tür	NN	Türe
rechts	ADV	rechts
vorne	ADV	vorne
erscheint	VVFIN	erscheinen
.	$.	.
Geh	VVIMP	gehen
wieder	ADV	wieder
,	$,	,
es	PPER	es
ist	VAFIN	sein
nicht	PTKNEG	nicht
mehr	ADV	mehr
nötig	ADJD	nötig
.	$.	.
Diener	NN	Diener
ab	PTKVZ	ab
.	$.	.
Du	PPER	du
hast	VAFIN	haben
ihn	PPER	er
herbestellt	VVPP	herbestellen
–	ADJA	–
–	NN	–
um	APPR	um
mich	PPER	ich
zu	PTKZU	zu
prüfen	VVINF	prüfen
?	$.	?
LORENZO	NE	Lorenzo
mit	APPR	mit
bebender	ADJA	bebend
Stimme	NN	Stimme
.	$.	.
Ich	PPER	ich
weiß	VVFIN	wissen
es	PPER	es
nicht	PTKNEG	nicht
–	ADJD	–
es	PPER	es
kam	VVFIN	kommen
so	ADV	so
–	ADJD	–
es	PPER	es
fügte	VVFIN	fügen
sich	PRF	sich
so	ADV	so
.	$.	.
Da	KOUS	da
du	PPER	du
es	PPER	es
aber	ADV	aber
nun	ADV	nun
so	ADV	so
willst	VMFIN	wollen
,	$,	,
Vittoria	NE	Vittoria
...	$.	...
.	$.	.
Du	PPER	du
selbst	ADV	selbst
es	PPER	es
willst	VMFIN	wollen
–	ADJD	–
dann	ADV	dann
ist	VAFIN	sein
ja	ADV	ja
alles	PIS	alle
gut	ADJD	gut
,	$,	,
Vittoria	NE	Vittoria
!	$.	!
Kleine	ADJA	klein
Pause	NN	Pause
.	$.	.
Was	PWS	was
macht	VVFIN	machen
dich	PPER	du
jetzt	ADV	jetzt
traurig	ADJD	traurig
?	$.	?
VITTORIA	NE	Vittoria
sehr	ADV	sehr
ernst	ADJD	ernst
.	$.	.
An	APPR	an
eines	PIS	eine
nur	ADV	nur
hast	VAFIN	haben
du	PPER	du
gar	ADV	gar
nicht	PTKNEG	nicht
gedacht	VVPP	denken|gedenken
.	$.	.
Wenn	KOUS	wenn
er	PPER	er
jetzt	ADV	jetzt
kommt	VVFIN	kommen
,	$,	,
und	KON	und
sieht	VVFIN	sehen
mich	PRF	ich
,	$,	,
und	KON	und
sieht	VVFIN	sehen
den	PDS	die
,	$,	,
und	KON	und
nimmt	VVFIN	nehmen
ihn	PPER	er
mir	PPER	ich
?	$.	?
Lorenzo	NE	Lorenzo
,	$,	,
nimmt	VVFIN	nehmen
ihn	PPER	er
mir	PPER	ich
!	$.	!
LORENZO	NE	Lorenzo
.	$.	.
Wie	KOUS	wie
,	$,	,
kennt	VVFIN	kennen
er	PPER	er
denn	ADV	denn
sein	PPOSAT	sein
Kind	NN	Kind
?	$.	?
Vittoria	NE	Vittoria
schüttelt	VVFIN	schütteln
den	ART	die
Kopf	NN	Kopf
.	$.	.
LORENZO	NE	Lorenzo
.	$.	.
Erkennt	VVFIN	erkennen
er	PPER	er
dich	PPER	du
?	$.	?
VITTORIA	NE	Vittoria
.	$.	.
Kann	VMFIN	können
sein	VAINF	sein
.	$.	.
Und	KON	und
dann	ADV	dann
?	$.	?
was	PWS	was
dann	ADV	dann
,	$,	,
er	PPER	er
ist	VAFIN	sein
der	ART	die
Vater	NN	Vater
ich	PPER	ich
nicht	PTKNEG	nicht
die	ART	die
Mutter	NN	Mutter
;	$.	;
welche	PWAT	welche
Kraft	NN	Kraft
hab	VAIMP	haben
ich	PPER	ich
,	$,	,
die	ART	die
Schwester	NN	Schwester
,	$,	,
wenn	KOUS	wenn
er	PPER	er
sein	PPOSAT	sein
Kind	NN	Kind
haben	VAINF	haben
will	VMFIN	wollen
?	$.	?
Sie	PPER	Sie
richtet	VVFIN	richten
ihre	PPOSAT	ihr
Augen	NN	Auge
auf	APPR	auf
ihn	PPER	er
.	$.	.
LORENZO	NE	Lorenzo
ganz	ADV	ganz
verstört	VVFIN	verstören
.	$.	.
O	NN	O
weh	ADJD	weh
mir	PPER	ich
,	$,	,
daß	KOUS	dass
ich	PPER	ich
immer	ADV	immer
wehtun	VVFIN	wehtun
muß	VMFIN	müssen
,	$,	,
mir	PRF	ich
selbst	ADV	selbst
und	KON	und
andern	PIS	andere
!	$.	!
VITTORIA	NE	Vittoria
indem	KOUS	indem
sie	PPER	sie
ihn	PPER	er
mit	APPR	mit
den	ART	die
Händen	NN	Hand
leise	ADJD	leise
berührt	VVPP	berühren
.	$.	.
Es	PPER	es
ist	VAFIN	sein
besser	ADJD	gut
so	ADV	so
:	$.	:
wenn	KOUS	wenn
du	PPER	du
mir	PRF	ich
dann	ADV	dann
nur	ADV	nur
glauben	VVINF	glauben
kannst	VMFIN	können
,	$,	,
mein	PPOSAT	mein
Lieber	NN	Liebe
,	$,	,
und	KON	und
glauben	VVFIN	glauben
,	$,	,
daß	KOUS	dass
ich	PPER	ich
dein	PPOSAT	dein
bin	VAFIN	sein
.	$.	.
LORENZO	NE	Lorenzo
schmerzlich	ADJD	schmerzlich
.	$.	.
Mein	PPOSAT	mein
!	$.	!
Doch	KON	doch
wie	KOUS	wie
?	$.	?
VITTORIA	NE	Vittoria
.	$.	.
So	ADV	so
völlig	ADJD	völlig
,	$,	,
als	KOUS	als
ich	PPER	ich
kann	VMFIN	können
!	$.	!
Nun	ADV	nun
still	ADJD	still
,	$,	,
die	PRELS	die
kommen	VVINF	kommen
.	$.	.
LORENZO	NE	Lorenzo
.	$.	.
Sieh	VVIMP	sehen
mich	PRF	ich
noch	ADV	noch
einmal	ADV	einmal
an	PTKVZ	an
!	$.	!
VITTORIA	NE	Vittoria
.	$.	.
Da	ADV	da
!	$.	!
Sie	PPER	Sie
reicht	VVFIN	reichen
ihm	PPER	er
einen	ART	eine
Blick	NN	Blick
wie	KOKOM	wie
einen	ART	eine
Kuß	NN	Kuss
.	$.	.
LORENZO	NE	Lorenzo
.	$.	.
Liebe	NN	Liebe
!	$.	!
Liebe	NN	Liebe
!	$.	!
Marfisa	NE	Marfisa
und	KON	und
Cesarino	NE	Cesarino
kommen	VVFIN	kommen
plaudernd	ADJD	plaudernd
näher	PTKVZ	näher
,	$,	,
Lorenzo	NE	Lorenzo
geht	VVFIN	gehen
ihnen	PPER	sie
entgegen	PTKVZ	entgegen
.	$.	.
VITTORIA	NE	Vittoria
in	APPR	in
der	ART	die
Mitte	NN	Mitte
allein	ADV	allein
,	$,	,
spricht	VVFIN	sprechen
sanft	ADJD	sanft
vor	APPR	vor
sich	PRF	sich
hin	PTKVZ	hin
.	$.	.
Ich	PPER	ich
kann	VMFIN	können
nicht	PTKNEG	nicht
sehn	VVIMP	sehnen
,	$,	,
wie	KOUS	wie
sein	PPOSAT	sein
Gesicht	NN	Gesicht
so	ADV	so
blaß	ADJD	blass
ist	VAFIN	sein
und	KON	und
so	ADV	so
beladen	VVPP	beladen
mit	APPR	mit
verhaltnen	ADJA	verhaltnen
Schmerzen	NN	Schmerz
.	$.	.
Indem	KOUS	indem
sie	PPER	sie
weiter	ADV	weiter
spricht	VVFIN	sprechen
,	$,	,
nimmt	VVFIN	nehmen
ihr	PPOSAT	ihr
Gesicht	NN	Gesicht
einen	ART	eine
völlig	ADJD	völlig
veränderten	ADJA	verändert
Ausdruck	NN	Ausdruck
von	APPR	von
Aufmerksamkeit	NN	Aufmerksamkeit
,	$,	,
beinahe	ADV	beinahe
von	APPR	von
Strenge	NN	Strenge
an	PTKVZ	an
.	$.	.
Um	APPR	um
seinetwillen	ADV	seinetwillen
lüg	VVIMP	lügen
ich	PPER	ich
bis	APPR	bis
ans	APPRART	ans
Ende	NN	Ende
.	$.	.
Nun	ADV	nun
bin	VAFIN	sein
ich	PPER	ich
Eine	ART	eine
,	$,	,
die	PRELS	die
auf	APPR	auf
Dächern	NN	Dach
wandelt	VVFIN	wandeln
,	$,	,
wo	PWAV	wo
kein	PIAT	keine
Vernünftiger	NN	Vernünftige
den	ART	die
Fuß	NN	Fuß
hinsetzt	VVFIN	hinsetzen
:	$.	:
wer	PWS	wer
mich	PPER	ich
beim	APPRART	bei
Namen	NN	Name
anruft	VVFIN	anrufen
,	$,	,
bringt	VVFIN	bringen
mich	PRF	ich
um	PTKVZ	um
.	$.	.
Doch	KON	doch
wenn	KOUS	wenn
der	ART	die
Andre	NE	Andre
ähnlich	ADJD	ähnlich
wär	ADJD	wär
mit	APPR	mit
dem	ART	die
,	$,	,
so	ADV	so
fiele	VVFIN	fallen
dies	PDS	dies
Gebäude	NN	Gebäude
schnell	ADJD	schnell
zusammen	PTKVZ	zusammen
!	$.	!
Nun	ADV	nun
muß	VMFIN	müssen
ich	PPER	ich
warten	VVINF	warten
,	$,	,
ruhig	ADJD	ruhig
,	$,	,
was	PRELS	was
auch	ADV	auch
kommt	VVFIN	kommen
:	$.	:
doch	ADV	doch
wenn	KOUS	wenn
ich	PPER	ich
Einen	NN	Eine
falsch	ADJD	falsch
berechnet	VVPP	berechnen
hab	VAIMP	haben
,	$,	,
so	ADV	so
grub	VVFIN	graben
ich	PPER	ich
meinem	PPOSAT	mein
ganzen	ADJA	ganz
Glück	NN	Glück
sein	PPOSAT	sein
Grab	NN	Grab
.	$.	.
Sie	PPER	Sie
tritt	VVFIN	treten
ans	APPRART	ans
Klavier	NN	Klavier
und	KON	und
schlägt	VVFIN	schlagen
stehend	ADJD	stehend
ein	ART	eine
paar	PIAT	paar
Akkorde	NN	Akkord
an	PTKVZ	an
.	$.	.
CESARINO	NE	Cesarino
zu	APPR	zu
ihr	PPOSAT	ihr
tretend	ADJD	tretend
.	$.	.
Laßt	VVFIN	lassen
mich	PRF	ich
doch	ADV	doch
nicht	PTKNEG	nicht
dabei	PAV	dabei
sein	VAINF	sein
,	$,	,
wenn	KOUS	wenn
ihr	PPER	ihr
euch	PPER	ihr
mit	APPR	mit
diesem	PDAT	dies
fürchterlichen	ADJA	fürchterlich
Alten	NN	Alte
abgebt	VVFIN	abgeben
.	$.	.
LORENZO	NE	Lorenzo
.	$.	.
Wen	PWS	wer
meint	VVFIN	meinen
er	PPER	er
denn	ADV	denn
?	$.	?
VITTORIA	NE	Vittoria
.	$.	.
Den	ART	die
alten	ADJA	alt
Passionei	NN	Passionei
.	$.	.
Der	PDS	die
kommt	VVFIN	kommen
dann	ADV	dann
her	PTKVZ	her
.	$.	.
Du	PPER	du
siehst	VVFIN	sehen
,	$,	,
auch	ADV	auch
ich	PPER	ich
hab	VAIMP	haben
Gäste	NN	Gast
.	$.	.
CESARINO	NE	Cesarino
.	$.	.
Ich	PPER	ich
wollte	VMFIN	wollen
grad	ADJD	grad
so	ADV	so
gern	ADV	gern
mein	PPOSAT	mein
offnes	ADJA	offnes
Grab	NN	Grab
anschaun	NE	anschaun
,	$,	,
als	KOKOM	als
solch	PIAT	solche
ein	ART	eine
wandelnd	ADJD	wandelnd
Grauen	NN	Grauen
.	$.	.
Ich	PPER	ich
denk	VVIMP	denken
mir	PPER	ich
immer	ADV	immer
,	$,	,
wenn	KOUS	wenn
ich	PPER	ich
ihn	PPER	er
essen	VVFIN	essen
seh	NE	seh
und	KON	und
eine	ART	eine
Beere	NN	Beere
abfällt	VVFIN	abfallen
,	$,	,
bald	ADV	bald
fällt	VVFIN	fallen|fällen
vielleicht	ADV	vielleicht
der	ART	die
Finger	NN	Finger
mit	PTKVZ	mit
!	$.	!
Verzeih	VVIMP	verzeihen
mirs	ADJA	mirs
Gott	NN	Gott
,	$,	,
ich	PPER	ich
freu	VVIMP	freuen
mich	PRF	ich
manchesmal	ADV	manchesmal
,	$,	,
daß	KOUS	dass
ich	PPER	ich
die	ART	die
Mutter	NN	Mutter
nie	ADV	nie
gesehen	VVPP	sehen
hab	VAIMP	haben
Und	KON	und
nun	ADV	nun
nicht	PTKNEG	nicht
zusehn	VVINF	zusehn
muß	VMFIN	müssen
,	$,	,
wie	KOUS	wie
sie	PPER	sie
zerfiele	VVFIN	zerfallen
!	$.	!
Du	PPER	du
bist	VAFIN	sein
mir	PPER	ich
statt	APPR	statt
der	ART	die
Mutter	NN	Mutter
und	KON	und
bist	VAFIN	sein
jung	ADJD	jung
!	$.	!
Laßt	VVFIN	lassen
mich	PRF	ich
mit	APPR	mit
der	ART	die
ins	APPRART	in
andre	PIAT	andere
Zimmer	NN	Zimmer
gehn	VVFIN	gehn
:	$.	:
sie	PPER	sie
soll	VMFIN	sollen
auf	APPR	auf
einem	ART	eine
Stuhl	NN	Stuhl
im	APPRART	in
leeren	ADJA	leer
Zimmer	NN	Zimmer
verlassen	VVINF	verlassen
sitzen	VVFIN	sitzen
wie	KOKOM	wie
die	ART	die
Ariadne	NE	Ariadne
,	$,	,
ich	PPER	ich
will	VMFIN	wollen
der	ART	die
Bacchus	NN	Bacchus
sein	VAINF	sein
,	$,	,
der	PRELS	die
zu	APPR	zu
ihr	PPER	ihr
kommt	VVFIN	kommen
!	$.	!
Ich	PPER	ich
roll	VVIMP	rollen
den	ART	die
Apfel	NN	Apfel
,	$,	,
wie	KOUS	wie
ihr	PPER	ihr
Knie	NE	Knie
so	ADV	so
rund	ADV	rund
,	$,	,
dann	ADV	dann
ist	VAFIN	sein
sie	PPER	sie
Atalanta	NE	Atalanta
,	$,	,
ich	PPER	ich
der	ART	die
Freier	NN	Freier
,	$,	,
der	PRELS	die
sie	PPER	sie
gewinnen	VVINF	gewinnen
will	VMFIN	wollen
mit	APPR	mit
großer	ADJA	groß
List	NN	List
!	$.	!
MARFISA	NE	MARFISA
.	$.	.
Dies	PDS	dies
ist	VAFIN	sein
ein	ART	eine
Kopf	NN	Kopf
,	$,	,
in	APPR	in
dem	PRELS	die
die	ART	die
ganze	ADJA	ganz
List	NN	List
beisammen	ADV	beisammen
wohnt	VVFIN	wohnen
von	APPR	von
Frauen	NN	Frau
und	KON	und
von	APPR	von
Männern	NN	Mann
.	$.	.
Er	PPER	er
sagt	VVFIN	sagen
aus	APPR	aus
Heuchelei	NN	Heuchelei
das	PDS	die
,	$,	,
was	PRELS	was
er	PPER	er
meint	VVFIN	meinen
,	$,	,
und	KON	und
deckt	VVFIN	decken
es	PPER	es
damit	PAV	damit
besser	ADJD	gut
als	KOKOM	als
mit	APPR	mit
Lügen	NN	Lüge|Lügen
.	$.	.
CESARINO	NE	Cesarino
auf	APPR	auf
sie	PPER	sie
zeigend	ADJD	zeigend
.	$.	.
Dies	PDS	dies
ist	VAFIN	sein
ein	ART	eine
Kopf	NN	Kopf
,	$,	,
in	APPR	in
dem	PRELS	die
der	ART	die
Kopf	NN	Kopf
der	ART	die
Circe	NN	Circe
verborgen	VVPP	verbergen
ist	VAFIN	sein
,	$,	,
der	PRELS	die
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
schläft	VVFIN	schlafen
,	$,	,
wie	KOKOM	wie
Phosphor	NN	Phosphor
durch	APPR	durch
Elfenbein	NN	Elfenbein
,	$,	,
durch	APPR	durch
diese	PDAT	dies
Larve	NN	Larve
schimmert	VVFIN	schimmern
.	$.	.
Ich	PPER	ich
fürcht	VVFIN	fürcht
,	$,	,
sie	PPER	sie
macht	VVFIN	machen
Glühwürmer	NN	Glühwürmer
aus	PTKVZ	aus
uns	PRF	wir
allen	PIAT	alle
und	KON	und
steckt	VVFIN	stecken
sich	PRF	sich
die	ART	die
mit	APPR	mit
Nadeln	NN	Nadel
in	APPR	in
ihr	PPOSAT	ihr
Haar	NN	Haar
!	$.	!
VITTORIA	NE	Vittoria
.	$.	.
Nein	PTKANT	nein
,	$,	,
bleibt	VVFIN	bleiben
nur	ADV	nur
da	ADV	da
,	$,	,
ihr	PPER	ihr
beiden	PIS	beide
.	$.	.
CESARINO	NE	Cesarino
.	$.	.
Ich	PPER	ich
bleib	VVIMP	bleiben
nicht	PTKNEG	nicht
da	ADV	da
und	KON	und
will	VMFIN	wollen
,	$,	,
daß	KOUS	dass
sie	PPER	sie
mit	APPR	mit
mir	PPER	ich
geht	VVFIN	gehen
.	$.	.
Und	KON	und
willst	VMFIN	wollen
du	PPER	du
es	PPER	es
wehren	VVINF	wehren
,	$,	,
so	ADV	so
schrei	VVIMP	schreien
ich	PPER	ich
so	ADV	so
,	$,	,
daß	KOUS	dass
der	ART	die
dort	ADV	dort
an	APPR	an
der	ART	die
Decke	NN	Decke
vor	APPR	vor
Schrecken	NN	Schrecken
den	ART	die
gemalten	ADJA	gemalt
Blumenkranz	NN	Blumenkranz
aus	APPR	aus
den	ART	die
gemalten	ADJA	gemalt
Händen	NN	Hand
fallen	VVINF	fallen
läßt	VVFIN	lassen
!	$.	!
VITTORIA	NE	Vittoria
.	$.	.
Marfisa	NE	Marfisa
,	$,	,
bitte	ADV	bitte
,	$,	,
geh	VVIMP	gehen
:	$.	:
vor	APPR	vor
meinem	PPOSAT	mein
Spiegel	NN	Spiegel
sind	VAFIN	sein
aufgeschlagne	ADJA	aufgeschlagne
Noten	NN	Note
,	$,	,
bring	VVIMP	bringen
mir	PPER	ich
die	PDS	die
.	$.	.
Marfisa	NE	Marfisa
geht	VVFIN	gehen
links	ADV	links
ab	PTKVZ	ab
,	$,	,
Lorenzo	NE	Lorenzo
in	APPR	in
den	ART	die
Hintergrund	NN	Hintergrund
.	$.	.
Vittoria	NE	Vittoria
küßt	VVFIN	küssen
Cesarino	NE	Cesarino
heftig	ADJD	heftig
auf	APPR	auf
die	ART	die
Stirn	NN	Stirn
.	$.	.
CESARINO	NE	Cesarino
.	$.	.
Was	PWS	was
hast	VAFIN	haben
du	PPER	du
,	$,	,
Schwester	NN	Schwester
?	$.	?
Du	PPER	du
bist	VAFIN	sein
nicht	PTKNEG	nicht
wie	KOKOM	wie
sonst	ADV	sonst
!	$.	!
nein	PTKANT	nein
,	$,	,
lüg	VVIMP	lügen
nicht	PTKNEG	nicht
,	$,	,
du	PPER	du
hast	VAFIN	haben
eine	ART	eine
Angst	NN	Angst
in	APPR	in
dir	PRF	du
!	$.	!
Was	PWS	was
ist	VAFIN	sein
es	PPER	es
,	$,	,
Schwester	NN	Schwester
,	$,	,
liebe	ADJA	lieb
Schwester	NN	Schwester
,	$,	,
was	PRELS	was
?	$.	?
VITTORIA	NE	Vittoria
.	$.	.
Geh	VVIMP	gehen
zur	APPRART	zu
Marfisa	NE	Marfisa
,	$,	,
gib	VVIMP	geben
nicht	PTKNEG	nicht
acht	CARD	acht
auf	APPR	auf
mich	PRF	ich
!	$.	!
CESARINO	NE	Cesarino
.	$.	.
Nicht	PTKNEG	nicht
von	APPR	von
der	ART	die
Stelle	NN	Stelle
,	$,	,
eh	ADV	eh
du	PPER	du
anders	ADV	anders
bist	VAFIN	sein
,	$,	,
du	PPER	du
!	$.	!
du	PPER	du
!	$.	!
VITTORIA	NE	Vittoria
.	$.	.
Nein	PTKANT	nein
,	$,	,
geh	VVIMP	gehen
,	$,	,
mein	PPOSAT	mein
Kind	NN	Kind
.	$.	.
Du	PPER	du
bist	VAFIN	sein
doch	ADV	doch
da	ADV	da
,	$,	,
du	PPER	du
und	KON	und
mein	PPOSAT	mein
Mann	NN	Mann
.	$.	.
Wovor	PWAV	wovor
sollt	VMFIN	sollen
ich	PPER	ich
mich	PRF	ich
fürchten	VVINF	fürchten
?	$.	?
CESARINO	NE	Cesarino
.	$.	.
Ich	PPER	ich
weiß	VVFIN	wissen
nicht	PTKNEG	nicht
,	$,	,
was	PWS	was
es	PPER	es
ist	VAFIN	sein
,	$,	,
allein	ADV	allein
ich	PPER	ich
fühl	VVIMP	fühlen
,	$,	,
es	PPER	es
ist	VAFIN	sein
etwas	ADV	etwas
.	$.	.
Du	PPER	du
bist	VAFIN	sein
nichts	PIS	nichts
als	KOKOM	als
ein	ART	eine
Schwindeln	NN	Schwindel
,	$,	,
in	APPR	in
einen	ART	eine
dünnen	ADJA	dünn
Schleier	NN	Schleier
eingewickelt	VVPP	einwickeln
.	$.	.
VITTORIA	NE	Vittoria
.	$.	.
Mein	PPOSAT	mein
Freund	NN	Freund
,	$,	,
das	PDS	die
ist	VAFIN	sein
nur	ADV	nur
,	$,	,
was	PRELS	was
wir	PPER	wir
alle	PIAT	alle
sind	VAFIN	sein
.	$.	.
Merk	NN	<UNKNOWN>
auf	PTKVZ	auf
,	$,	,
ich	PPER	ich
geh	VVIMP	gehen
den	ART	die
Gästen	NN	Gast
jetzt	ADV	jetzt
entgegen	PTKVZ	entgegen
,	$,	,
und	KON	und
später	ADJD	spät
sing	VVIMP	singen
ich	PPER	ich
was	PRELS	was
von	APPR	von
der	ART	die
Musik	NN	Musik
,	$,	,
die	PRELS	die
er	PPER	er
geschrieben	VVPP	schreiben
.	$.	.
CESARINO	NE	Cesarino
.	$.	.
Wer	PWS	wer
?	$.	?
VITTORIA	NE	Vittoria
.	$.	.
Der	ART	die
Passionei	NN	Passionei
,	$,	,
der	ART	die
alte	ADJA	alt
Mann	NN	Mann
,	$,	,
vor	APPR	vor
dem	PRELS	die
es	PPER	es
dir	PRF	du
so	ADV	so
graut	VVFIN	grauen
.	$.	.
CESARINO	NE	Cesarino
.	$.	.
Merk	NN	<UNKNOWN>
auf	PTKVZ	auf
,	$,	,
er	PPER	er
weiß	VVFIN	wissen
nicht	PTKNEG	nicht
,	$,	,
daß	KOUS	dass
die	ART	die
Melodien	NN	Melodie
von	APPR	von
ihm	PPER	er
sind	VAFIN	sein
und	KON	und
schläft	VVFIN	schlafen
ein	PTKVZ	ein
,	$,	,
indes	KOUS	indes
du	PPER	du
singst	VVFIN	singen
.	$.	.
Vittoria	NE	Vittoria
nickt	VVFIN	nicken
ihm	PPER	er
zu	PTKVZ	zu
,	$,	,
gebt	VVFIN	geben
nach	APPR	nach
rückwärts	ADV	rückwärts
.	$.	.
CESARINO	NE	Cesarino
steht	VVFIN	stehen
rechts	ADV	rechts
,	$,	,
sieht	VVFIN	sehen
ihr	PPER	ihr
nach	PTKVZ	nach
.	$.	.
Sie	PPER	Sie
geht	VVFIN	gehen
nicht	PTKNEG	nicht
so	ADV	so
wie	KOKOM	wie
sonst	ADV	sonst
.	$.	.
Ich	PPER	ich
bin	VAFIN	sein
nicht	PTKNEG	nicht
ruhig	ADJD	ruhig
,	$,	,
eh	ADV	eh
ich	PPER	ich
sie	PPER	sie
